#ID1	ID2	Microbe	20Dim
Brain_Damage	Growth_Hormone_Deficiency	0.161505406827729	0.247188859312168
Pancreatic_Disease	Growth_Hormone_Deficiency	0.0919712747949389	-0.275582550590463
Growth_Hormone_Deficiency	Growth_Hormone_Deficiency	1	1
Hyperaldosteronism	Growth_Hormone_Deficiency	0.103142968233191	0.376336037748754
Type_II_Diabetes_Mellitus	Growth_Hormone_Deficiency	0.0445782051215306	-0.228529063085621
Unspecified_Diabetes_Mellitus	Growth_Hormone_Deficiency	-0.00862959906659376	-0.244766039956831
Huntingtons_Chorea	Growth_Hormone_Deficiency	-0.162929760029757	-0.211907043387239
General_Thrombocytopenia	Growth_Hormone_Deficiency	0.0264940247226438	0.0948236884202019
Hereditary_Hemoglobin_Disease	Growth_Hormone_Deficiency	-0.0567573361585517	-0.103165544342381
Non-Specific_Anemia	Growth_Hormone_Deficiency	0.102762834368748	-0.273474633577215
Purpura_Other_Hemorrhagic_Conditions	Growth_Hormone_Deficiency	0.0371678370039159	0.171724004952628
Spleen_Disease	Growth_Hormone_Deficiency	-0.0310289272145626	-0.0274321864879478
Motor_Neuron_Disease	Growth_Hormone_Deficiency	-0.031681979264134	-0.0674872757440783
Biliary_Tract_Disease	Growth_Hormone_Deficiency	-0.0528655494876134	-0.367400288315698
Chronic_Liver_Disease	Growth_Hormone_Deficiency	0.0129525512270903	-0.204923380326067
Non-Specific_Liver_Disease	Growth_Hormone_Deficiency	0.017564830141967	-0.125563434084624
Allergic_Rhinitis	Growth_Hormone_Deficiency	-0.0835210640547264	0.137279349683132
Asthma	Growth_Hormone_Deficiency	-0.110139833296699	0.0772857843103755
Atopic_Contact_Dermatitis	Growth_Hormone_Deficiency	0.122586459220221	-0.0506623789596747
Autoimmune_Lymphoproliferative_Syndrome	Growth_Hormone_Deficiency	-0.213153009356126	-0.00805417970992066
Autoimmune_Polyglandular_Disorder	Growth_Hormone_Deficiency	-0.181257403824439	0.233410051711283
Behcets_Syndrome	Growth_Hormone_Deficiency	-0.0816514867126162	-0.0385788380668584
